"","Squad","Comp","Player","Nation","Pos","Mins_Per_90","Touches_Touches","Def.Pen_Touches","Def.3rd_Touches","Mid.3rd_Touches","Att.3rd_Touches","Att.Pen_Touches","Live_Touches","Att_Take","Succ_Take","Succ_percent_Take","Tkld_Take","Tkld_percent_Take","Carries_Carries","TotDist_Carries","PrgDist_Carries","PrgC_Carries","Final_Third_Carries","CPA_Carries","Mis_Carries","Dis_Carries","Rec_Receiving","PrgR_Receiving"
"2121","Reims","Ligue 1","Dion Lopy","SEN","MF",54,61,64,62,72,61,38,61,74,74,47,75,50,73,78,71,53,68,42,75,74,64,55
"2122","Reims","Ligue 1","Myziane Maolida","FRA","MF,FW",15,16,6,14,16,33,30,16,41,54,89,29,14,19,24,27,46,26,59,35,33,16,47
"2123","Reims","Ligue 1","Azor Matusiwa","NED","MF",83,91,83,86,96,68,14,91,60,74,87,46,17,96,93,90,49,68,28,67,57,90,39
"2124","Reims","Ligue 1","Nathanael Mbuku","FRA","FW,MF",6,6,13,7,8,10,14,6,13,18,65,22,74,7,9,11,23,18,52,13,16,6,24
"2125","Reims","Ligue 1","Marshall Munetsi","ZIM","MF",89,73,77,66,78,80,93,73,80,80,49,79,48,79,77,72,73,58,78,88,72,70,77
"2127","Reims","Ligue 1","Kaj Sierhuis","NED","FW,MF",14,11,16,9,10,28,44,11,26,26,36,29,46,14,13,12,26,26,42,23,38,12,49
"2128","Reims","Ligue 1","Mohamed Toure","AUS","FW,MF",3,2,6,2,1,8,27,2,22,26,65,29,74,2,4,3,11,7,59,13,8,2,22
"2129","Reims","Ligue 1","Arber Zeneli","KVX","FW,MF",41,45,26,31,41,78,84,45,88,76,14,95,89,52,65,60,82,76,96,88,82,46,86
"2132","Rennes","Ligue 1","Lorenz Assignon","TOG","DF",16,20,41,29,24,23,24,20,26,18,10,36,88,20,23,28,37,36,52,20,22,17,34
"2134","Rennes","Ligue 1","Jeanöel Belocian","FRA","DF",22,27,50,47,32,22,19,27,22,26,65,22,21,33,31,33,34,30,42,20,22,27,42
"2135","Rennes","Ligue 1","Benjamin Bourigeaud","FRA","MF,FW",96,97,71,68,96,99,90,97,71,68,37,78,78,98,97,90,78,98,65,77,76,97,99
"2137","Rennes","Ligue 1","Jeremy Doku","BEL","MF,FW",48,51,21,36,47,85,92,51,99,100,77,97,28,68,88,89,98,97,99,85,84,59,92
"2138","Rennes","Ligue 1","Désiré Doué","FRA","MF,FW",45,48,33,32,55,68,69,48,93,97,80,85,25,58,68,63,77,80,80,78,91,51,76
"2140","Rennes","Ligue 1","Amine Gouiri","FRA","FW,MF",84,66,36,36,62,93,98,66,93,91,38,96,80,78,81,71,89,85,94,97,92,73,96
"2142","Rennes","Ligue 1","Arnaud Kalimuendo","FRA","FW",68,48,36,29,47,79,95,48,86,86,49,88,63,57,60,45,76,67,95,93,94,54,96
"2143","Rennes","Ligue 1","Gaëtan Laborde","FRA","FW",16,11,13,4,14,27,59,11,13,26,100,10,10,12,13,14,34,26,65,40,33,11,42
"2144","Rennes","Ligue 1","Lovro Majer","CRO","MF,FW",60,71,44,52,73,90,85,71,80,88,80,70,25,84,91,90,91,96,75,86,89,76,83
"2145","Rennes","Ligue 1","Steve Mandanda","FRA","GK",97,75,99,99,8,2,6,75,8,18,100,10,10,85,77,84,6,7,28,13,8,66,5
"2146","Rennes","Ligue 1","Birger Meling","NOR","DF",48,61,61,60,68,68,53,61,59,42,10,75,93,68,78,77,77,75,65,40,54,60,73
"2147","Rennes","Ligue 1","Warmed Omari","FRA","DF",50,67,80,81,76,16,30,67,22,32,91,10,10,81,84,85,20,42,28,30,33,75,5
"2148","Rennes","Ligue 1","Joe Rodon","WAL","DF",52,69,83,82,78,15,38,70,13,26,100,10,10,83,80,80,26,23,28,20,22,77,5
"2149","Rennes","Ligue 1","Ibrahim Salah","MAR","FW,MF",14,17,13,18,17,35,22,17,54,68,88,46,23,21,31,31,46,47,42,23,33,18,47
"2150","Rennes","Ligue 1","Baptiste Santamaria","FRA","MF",65,82,62,68,94,61,44,82,52,57,68,53,48,91,88,86,48,84,42,73,57,85,42
"2151","Rennes","Ligue 1","Djed Spence","ENG","DF",27,33,51,44,39,41,30,33,65,72,72,60,34,38,44,48,60,58,69,48,33,31,39
"2152","Rennes","Ligue 1","Kamaldeen Sulemana","GHA","FW,MF",18,22,13,14,20,48,60,22,71,72,52,73,55,28,39,34,53,45,82,46,62,24,65
"2153","Rennes","Ligue 1","Flavien Tait","FRA","MF",64,75,57,53,87,78,77,75,81,83,55,78,40,90,92,88,87,90,87,68,89,84,64
"2154","Rennes","Ligue 1","Martin Terrier","FRA","FW,MF",52,54,36,34,56,80,92,54,64,57,23,73,79,65,67,58,74,81,80,70,70,62,89
"2155","Rennes","Ligue 1","Arthur Theate","BEL","DF",98,100,95,97,100,49,75,100,47,50,65,53,74,100,100,100,77,83,28,50,38,100,19
"2156","Rennes","Ligue 1","Karl Toko Ekambi","CMR","FW,MF",38,29,19,16,32,54,80,29,55,66,82,53,39,38,44,40,68,67,90,46,67,35,75
"2157","Rennes","Ligue 1","Hamari Traoré","MLI","DF",85,94,82,80,96,92,85,94,54,57,65,60,74,97,96,93,87,97,78,70,54,95,93
"2158","Rennes","Ligue 1","Adrien Truffert","FRA","DF",71,87,75,79,86,89,66,87,81,81,50,81,48,90,91,86,88,93,80,71,67,84,93
"2159","Rennes","Ligue 1","Chimuanya Ugochukwu","FRA","MF",52,55,61,57,73,36,27,55,59,70,82,50,22,67,69,64,42,58,65,26,59,59,32
"2160","Rennes","Ligue 1","Christopher Wooh","CMR","DF",42,51,77,70,62,11,30,51,13,26,100,10,10,64,67,72,29,18,28,30,16,58,5
"2161","Rennes","Ligue 1","Xeka","POR","MF",26,32,36,38,43,31,24,32,29,18,8,36,74,38,36,34,26,39,28,46,27,32,34
"2162","Roma","Serie A","Tammy Abraham","ENG","FW",77,54,47,29,60,80,97,54,91,83,18,94,79,51,50,46,75,64,90,94,90,64,90
"2163","Roma","Serie A","Andrea Belotti","ITA","FW",44,32,21,22,32,60,81,32,71,50,10,78,78,32,34,29,58,54,82,77,70,39,78
"2164","Roma","Serie A","Edoardo Bove","ITA","MF",39,40,34,43,48,47,51,40,43,42,39,42,34,36,29,28,37,42,52,68,74,36,44
"2165","Roma","Serie A","Mohamed Camara","GUI","MF",31,33,33,33,45,37,30,33,45,50,70,46,42,34,35,36,46,45,52,40,43,31,35
"2166","Roma","Serie A","Zeki Çelik","TUR","DF",57,67,65,75,66,70,50,67,51,46,29,63,89,57,56,60,72,77,72,50,65,60,73
"2167","Roma","Serie A","Bryan Cristante","ITA","MF,DF",94,93,84,87,97,57,71,93,39,50,87,29,16,88,79,75,49,52,59,68,59,92,47
"2168","Roma","Serie A","Paulo Dybala","ARG","MF,FW",62,66,13,40,71,88,89,66,86,86,45,87,55,70,75,70,88,87,92,94,89,72,82
"2169","Roma","Serie A","Roger Ibanez","BRA","DF",93,94,94,96,93,36,69,94,59,68,77,53,28,94,94,95,64,58,52,68,76,93,29
"2170","Roma","Serie A","Rick Karsdorp","NED","DF",32,36,57,55,36,43,32,36,29,7,7,46,95,35,33,35,51,39,52,40,43,34,52
"2172","Roma","Serie A","Diego Llorente","ESP","DF",26,27,67,60,25,10,27,27,13,18,65,22,74,30,28,32,11,7,28,9,16,29,16
"2174","Roma","Serie A","Gianluca Mancini","ITA","DF",93,90,93,94,88,48,66,90,45,42,31,46,42,89,81,88,49,58,28,50,47,92,39
"2175","Roma","Serie A","Nemanja Matić","SRB","MF",68,82,70,73,92,63,57,82,70,84,89,46,13,84,87,90,84,88,72,63,76,84,37
"2176","Roma","Serie A","Filippo Missori","ITA","DF",12,10,19,26,10,11,6,10,13,7,7,29,100,5,4,3,11,7,28,17,16,7,16
"2178","Roma","Serie A","Lorenzo Pellegrini","ITA","MF",85,81,58,59,84,92,80,80,93,91,40,93,57,77,82,76,89,85,69,90,93,79,83
"2180","Roma","Serie A","Stephan El Shaarawy","ITA","DF,MF",56,64,41,58,65,82,85,64,90,84,23,95,85,65,71,71,87,87,90,80,59,66,88
"2181","Roma","Serie A","Eldor Shomurodov","UZB","FW",9,7,10,5,7,19,36,7,22,18,12,36,94,8,10,10,20,26,52,20,38,9,36
"2182","Roma","Serie A","Chris Smalling","ENG","DF",91,85,96,96,76,27,69,85,22,26,65,22,21,81,71,72,23,36,28,35,22,83,25
"2183","Roma","Serie A","Ola Solbakken","NOR","MF,FW",24,22,29,20,22,43,53,22,47,42,25,50,53,22,20,18,26,47,75,52,65,23,53
"2184","Roma","Serie A","Leonardo Spinazzola","ITA","DF",62,71,61,71,74,76,75,71,87,86,41,89,63,73,86,91,98,93,94,70,59,72,77
"2186","Roma","Serie A","Benjamin Tahirovic","BIH","MF",19,19,33,32,25,16,10,19,13,18,65,22,74,17,16,16,6,23,28,13,16,19,16
"2187","Roma","Serie A","Matías Viña","URU","DF",5,7,16,14,8,10,10,7,8,18,100,10,10,5,4,4,15,13,42,17,8,4,19
"2188","Roma","Serie A","Cristian Volpato","ITA","MF",14,16,13,11,18,31,36,16,36,37,47,46,81,18,24,24,34,39,59,43,43,18,46
"2189","Roma","Serie A","Georginio Wijnaldum","NED","MF",33,24,29,25,30,37,64,24,55,60,68,60,63,24,30,32,51,47,69,40,47,25,50
"2190","Roma","Serie A","Nicola Zalewski","POL","DF",76,81,57,79,79,84,68,81,90,87,36,89,53,78,83,88,96,93,92,70,65,79,79
"2191","Roma","Serie A","Nicolò Zaniolo","ITA","MF,FW",38,29,10,25,31,54,78,29,82,60,10,90,89,35,43,45,74,75,82,83,93,35,71
"2192","Salernitana","Serie A","Emil Bohinen","NOR","MF",34,43,60,56,50,41,24,43,45,42,31,46,42,40,39,42,37,45,28,35,54,39,36
"2193","Salernitana","Serie A","Federico Bonazzoli","ITA","FW,MF",46,38,6,23,46,58,67,38,60,66,67,60,43,41,32,30,42,45,59,86,62,45,70
"2194","Salernitana","Serie A","Erik Botheim","NOR","MF,FW",35,25,24,22,27,45,56,25,32,26,15,42,84,24,20,20,42,26,59,56,59,28,66
"2195","Salernitana","Serie A","Domagoj Bradarić","CRO","DF",79,79,69,79,77,81,56,79,83,76,23,89,82,74,79,83,91,90,78,71,57,72,83
"2196","Salernitana","Serie A","Dylan Bronn","TUN","DF",64,73,85,87,76,26,34,73,41,46,71,36,22,69,58,65,39,33,28,30,22,73,22
"2197","Salernitana","Serie A","Antonio Candreva","ITA","MF,DF",89,89,67,73,85,97,77,89,72,54,11,70,43,89,88,80,93,90,78,65,65,92,93
"2198","Salernitana","Serie A","Lassana Coulibaly","MLI","MF",93,82,81,78,90,65,48,82,95,97,67,94,48,82,88,84,85,84,75,93,91,81,63
"2199","Salernitana","Serie A","Domen Črnigoj","SVN","MF",18,18,21,25,22,18,24,18,22,26,65,29,74,13,10,8,15,18,42,46,16,15,29
"2200","Salernitana","Serie A","Flavius Daniliuc","AUT","DF",76,77,93,92,73,29,44,77,26,26,36,36,88,72,70,69,42,42,28,46,33,76,22
"2201","Salernitana","Serie A","Boulaye Dia","SEN","FW,MF",87,59,58,47,63,81,89,59,95,93,33,95,56,67,76,67,84,91,87,97,99,68,90
"2202","Salernitana","Serie A","Federico Fazio","ARG","DF",44,49,80,73,51,30,48,49,34,37,65,42,74,45,39,46,46,47,42,40,38,43,19
"2204","Salernitana","Serie A","Norbert Gyömbér","SVK","DF",63,60,89,84,59,14,32,60,18,26,86,22,34,51,48,45,26,13,28,13,16,50,13
"2206","Salernitana","Serie A","Grigoris Kastanos","CYP","MF,DF",48,50,46,52,54,65,60,50,69,63,27,73,61,50,47,50,65,56,59,52,74,50,63
"2209","Salernitana","Serie A","Giulio Maggiore","ITA","MF",37,43,46,52,54,38,30,43,18,7,7,29,92,39,30,28,31,18,42,54,33,42,34
"2210","Salernitana","Serie A","Pasquale Mazzocchi","ITA","DF",69,70,72,74,65,83,70,71,96,98,74,93,34,67,79,81,93,93,89,90,89,65,81
"2211","Salernitana","Serie A","Hans Nicolussi Caviglia","ITA","MF",26,26,40,39,33,23,17,26,32,37,75,22,12,22,22,19,23,23,28,35,43,23,13
"2213","Salernitana","Serie A","Krzysztof Piątek","POL","FW",74,56,65,39,62,77,91,56,59,60,49,57,38,51,47,36,67,58,84,97,92,62,85
"2214","Salernitana","Serie A","Lorenzo Pirola","ITA","DF",69,72,91,91,66,26,50,72,34,42,81,36,40,66,54,57,46,50,28,40,22,70,19
"2215","Salernitana","Serie A","Ivan Radovanović","SRB","MF,DF",30,28,57,50,35,10,14,28,8,7,7,22,100,27,26,30,15,13,28,26,8,28,13
"2216","Salernitana","Serie A","Franck Ribéry","FRA","MF",4,4,6,4,7,8,6,4,18,7,7,36,100,4,6,7,11,13,28,4,16,6,19
"2217","Salernitana","Serie A","Junior Sambia","FRA","DF",31,38,49,45,40,53,36,38,67,57,17,78,88,36,37,43,60,68,65,46,54,36,53
"2220","Salernitana","Serie A","Diego Valencia","CHI","MF,FW",15,12,19,18,14,22,19,12,13,7,7,22,74,12,9,8,11,7,28,30,27,12,43
"2221","Salernitana","Serie A","Tonny Vilhena","NED","MF",79,69,59,61,77,74,51,69,77,76,44,81,66,66,64,59,71,83,59,81,84,68,66
"2222","Sampdoria","Serie A","Bruno Amione","ARG","DF",73,74,88,91,68,37,59,74,36,26,10,46,81,69,58,54,42,56,28,58,16,68,29
"2224","Sampdoria","Serie A","Tommaso Augello","ITA","DF",96,93,81,89,88,92,54,93,89,93,72,85,38,89,90,91,96,89,69,61,74,90,91
"2225","Sampdoria","Serie A","Bartosz Bereszyński","POL","DF",48,53,68,67,52,59,40,53,49,37,13,65,93,43,42,46,58,58,42,43,38,43,56
"2226","Sampdoria","Serie A","Francesco Caputo","ITA","FW",45,27,19,10,27,55,80,27,36,32,22,46,81,28,23,16,29,26,75,61,67,32,73
"2227","Sampdoria","Serie A","Omar Colley","GAM","DF",54,58,86,82,60,13,32,58,13,26,100,10,10,59,50,51,20,13,28,20,22,56,13
"2229","Sampdoria","Serie A","Mickaël Cuisance","FRA","MF",28,26,33,29,29,43,36,26,43,54,86,36,21,28,28,27,42,54,59,50,72,25,51
"2231","Sampdoria","Serie A","Fabio Depaoli","ITA","DF,MF",10,14,24,20,16,19,17,14,32,32,43,29,25,14,13,16,15,23,28,13,16,13,24
"2232","Sampdoria","Serie A","Alex Ferrari","ITA","DF",37,43,70,69,45,15,22,43,29,32,65,36,74,41,41,46,31,13,28,38,27,39,16
"2233","Sampdoria","Serie A","Manolo Gabbiadini","ITA","FW,MF",79,57,55,44,58,83,91,58,63,46,11,76,90,59,52,49,69,69,82,90,86,67,83
"2234","Sampdoria","Serie A","Koray Günter","GER","DF",32,39,73,63,44,14,27,39,8,18,100,10,10,35,31,36,23,33,28,13,8,36,13
"2235","Sampdoria","Serie A","Emirhan İlkhan","TUR","MF",9,10,24,11,15,13,10,10,18,18,22,29,92,10,8,8,11,13,28,20,8,10,27
"2236","Sampdoria","Serie A","Jesé","ESP","FW",13,11,16,6,15,22,24,11,26,32,80,22,16,10,12,8,11,26,28,23,27,11,36
"2237","Sampdoria","Serie A","Sam Lammers","NED","FW",45,34,41,25,40,53,77,34,68,74,71,68,49,37,32,32,53,47,72,92,76,41,69
"2238","Sampdoria","Serie A","Mehdi Léris","ALG","MF,DF",82,75,69,67,75,88,89,75,90,88,37,91,62,75,73,68,88,79,85,97,96,78,93
"2239","Sampdoria","Serie A","Lorenzo Malagrida","ITA","MF,DF",6,5,6,7,8,7,14,5,8,18,100,10,10,3,2,2,6,7,28,4,16,5,19
"2240","Sampdoria","Serie A","Daniele Montevago","ITA","FW",15,10,13,5,11,23,50,10,22,7,7,42,100,10,6,5,11,13,42,35,33,11,30
"2241","Sampdoria","Serie A","Jeison Murillo","COL","DF",43,49,79,73,53,17,19,49,22,26,65,22,21,44,39,48,34,26,28,30,16,45,16
"2242","Sampdoria","Serie A","Nicola Murru","ITA","DF",31,32,66,56,34,29,14,32,8,7,7,22,100,29,25,27,31,26,28,30,16,29,32
"2243","Sampdoria","Serie A","Bram Nuytinck","NED","DF",58,59,91,88,49,11,38,59,8,7,7,22,100,56,49,49,23,7,28,20,22,53,16
"2245","Sampdoria","Serie A","Flavio Paoletti","ITA","MF",13,17,29,24,23,16,10,18,18,26,86,22,34,18,22,23,31,26,28,20,8,18,27
"2246","Sampdoria","Serie A","Ignacio Pussetto","ARG","MF,DF",11,10,13,10,9,25,22,10,18,18,22,29,92,8,7,4,15,13,28,30,16,10,38
"2247","Sampdoria","Serie A","Fabio Quagliarella","ITA","FW",32,27,33,22,27,53,77,27,36,37,47,36,34,29,23,16,26,26,59,65,38,31,70
"2249","Sampdoria","Serie A","Tomás Rincón","VEN","MF",85,82,66,72,91,69,53,82,81,86,72,78,40,82,74,69,66,76,72,68,88,83,53
"2250","Sampdoria","Serie A","Abdelhamid Sabiri","MAR","MF,FW",44,46,41,34,51,69,67,46,77,70,26,78,54,47,39,34,31,65,69,79,88,49,63
"2252","Sampdoria","Serie A","Valerio Verre","ITA","MF",30,39,29,34,48,52,46,39,56,60,65,60,58,39,37,35,51,52,72,63,79,41,47
"2254","Sampdoria","Serie A","Gonzalo Villar","ESP","MF",31,37,47,44,48,32,10,37,29,32,65,29,34,36,34,36,37,33,28,38,33,36,13
"2255","Sampdoria","Serie A","Harry Winks","ENG","MF",65,70,69,69,82,55,19,70,65,76,81,46,14,72,68,68,56,65,28,68,70,72,38
"2256","Sampdoria","Serie A","Gerard Yepes","ESP","MF",13,14,24,15,21,12,14,14,8,7,7,22,100,12,10,10,20,23,42,17,16,13,24
"2257","Sampdoria","Serie A","Alessandro Zanoli","ITA","DF",57,56,77,71,52,61,54,56,79,86,76,68,23,52,59,68,85,67,82,46,54,55,66
"2258","Sampdoria","Serie A","Filip Đuričić","SRB","MF,FW",77,64,41,53,69,83,70,64,91,91,46,91,53,66,68,68,78,88,59,94,97,69,76
"2259","Sassuolo","Serie A","Agustín Álvarez Martínez","URU","FW,MF",20,17,19,11,19,34,46,17,52,50,38,57,62,15,12,9,15,13,52,52,62,17,40
"2260","Sassuolo","Serie A","Janis Antiste","FRA","FW",5,4,6,7,5,6,10,4,8,7,7,22,100,4,3,2,6,7,28,9,8,4,13
"2262","Sassuolo","Serie A","Nedim Bajrami","ALB","FW",34,36,29,32,30,66,65,36,70,77,76,65,36,38,41,42,63,58,85,56,54,37,80
"2263","Sassuolo","Serie A","Domenico Berardi","ITA","FW",66,71,44,43,65,95,95,71,83,83,45,81,46,76,72,65,88,76,96,93,81,79,97
"2264","Sassuolo","Serie A","Emil Ceide","NOR","FW",23,20,6,19,18,45,72,20,63,54,17,73,82,23,29,38,74,50,93,43,47,23,59
"2266","Sassuolo","Serie A","Luca D'Andrea","ITA","FW",18,15,6,14,17,28,38,15,41,32,13,50,80,15,18,24,42,26,69,40,47,16,49
"2267","Sassuolo","Serie A","Grégoire Defrel","MTQ","FW",46,30,26,23,34,52,70,30,58,50,22,73,92,32,29,25,42,50,52,73,72,33,73
"2268","Sassuolo","Serie A","Martin Erlic","CRO","DF",81,85,94,95,82,13,34,85,13,18,65,22,74,85,77,79,31,18,42,46,16,84,9
"2269","Sassuolo","Serie A","Davide Frattesi","ITA","MF",95,81,76,69,83,89,95,81,92,92,48,88,39,80,84,83,94,94,93,93,96,84,80
"2270","Sassuolo","Serie A","Abdou Harroui","NED","MF",26,30,40,29,37,46,40,30,41,54,89,36,22,30,34,34,54,64,52,35,65,33,50
"2271","Sassuolo","Serie A","Matheus Henrique","BRA","MF",69,64,55,53,73,76,67,64,84,92,82,63,14,72,75,74,78,85,59,71,72,72,69
"2272","Sassuolo","Serie A","Hamed Junior Traorè","CIV","MF,FW",28,27,16,27,29,47,59,27,49,37,13,60,88,29,36,36,48,36,75,52,82,30,54
"2273","Sassuolo","Serie A","Giorgos Kyriakopoulos","GRE","FW,DF",34,40,40,52,36,58,46,40,70,70,48,75,65,42,46,52,53,56,69,48,76,41,60
"2274","Sassuolo","Serie A","Armand Lauriente","FRA","FW",77,69,26,40,60,96,95,69,99,99,50,99,50,77,91,92,99,98,99,93,98,77,99
"2275","Sassuolo","Serie A","Maxime Lopez","FRA","MF",79,91,72,81,95,78,42,91,65,63,37,75,81,93,93,91,87,95,52,54,62,95,56
"2276","Sassuolo","Serie A","Riccardo Marchizza","ITA","DF",16,20,29,28,24,26,10,20,26,18,10,42,95,21,19,25,20,33,28,13,27,20,36
"2277","Sassuolo","Serie A","Gian Marco Ferrari","ITA","DF",77,81,94,92,80,32,40,81,13,7,7,22,74,81,80,87,42,45,28,38,22,81,16
"2279","Sassuolo","Serie A","Pedro Obiang","EQG","MF",37,41,60,52,55,28,14,41,34,32,29,42,74,37,30,25,6,36,28,26,22,40,24
"2281","Sassuolo","Serie A","Andrea Pinamonti","ITA","FW",75,52,33,18,55,80,96,52,69,60,22,78,83,47,38,29,53,47,84,94,99,59,93
"2283","Sassuolo","Serie A","Rogério","BRA","DF",95,97,83,93,94,91,64,97,77,83,73,63,21,94,97,98,98,96,85,71,47,95,84
"2285","Sassuolo","Serie A","Ruan","BRA","DF",62,68,92,90,62,16,40,68,22,32,91,22,21,63,56,54,29,30,28,17,33,64,16
"2286","Sassuolo","Serie A","Kristian Thorstvedt","NOR","MF",46,47,48,43,57,57,71,47,47,46,43,29,12,45,45,47,71,64,75,60,59,50,63
"2287","Sassuolo","Serie A","Jeremy Toljan","GER","DF",88,90,78,89,88,77,57,90,45,46,51,53,79,85,84,88,88,87,59,68,67,87,81
"2288","Sassuolo","Serie A","Nadir Zortea","ITA","DF",30,40,55,56,41,46,30,40,56,46,16,60,58,38,42,49,64,64,59,43,38,38,46
"2289","Schalke 04","Bundesliga","Éder Álvarez Balanta","COL","MF,FW",15,13,19,25,17,12,14,13,22,32,91,22,21,12,9,12,20,13,28,9,22,10,5
"2290","Schalke 04","Bundesliga","Mehmet Aydin","GER","DF,FW",27,32,52,50,32,41,22,32,47,37,15,53,74,26,29,29,37,50,52,46,27,23,43
"2291","Schalke 04","Bundesliga","Cédric Brunner","SUI","DF",81,80,85,86,77,72,34,80,49,57,80,22,10,68,66,64,72,80,52,48,65,66,47
"2292","Schalke 04","Bundesliga","Marius Bülter","GER","FW,MF",89,70,49,50,62,94,97,69,96,91,22,98,80,71,79,77,95,92,94,98,88,74,96
"2293","Schalke 04","Bundesliga","Kerim Calhanoglu","GER","DF",6,8,16,16,8,12,10,8,18,7,7,36,100,5,4,5,20,23,28,17,8,5,16
"2294","Schalke 04","Bundesliga","Sepp van den Berg","NED","DF",31,34,69,67,31,12,38,34,22,18,12,36,94,33,31,33,11,7,28,32,16,29,16
"2295","Schalke 04","Bundesliga","Dominick Drexler","GER","MF,FW",54,47,48,47,51,63,75,47,58,60,53,60,53,43,40,40,53,60,52,63,76,44,71
"2297","Schalke 04","Bundesliga","Florian Flick","GER","MF",25,22,55,41,28,16,10,22,13,18,65,22,74,18,16,16,15,26,28,17,22,17,13
"2298","Schalke 04","Bundesliga","Michael Frey","SUI","FW",37,29,10,11,32,56,84,29,56,42,12,68,88,30,25,19,39,39,59,84,62,36,69
"2299","Schalke 04","Bundesliga","Leo Greiml","AUT","DF",20,22,61,52,23,5,10,22,8,18,100,10,10,23,20,26,23,13,28,17,8,21,9
"2300","Schalke 04","Bundesliga","Andreas Ivan","ROU","MF",4,2,6,4,4,4,6,2,8,7,7,22,100,2,2,3,6,7,28,4,16,2,9
"2301","Schalke 04","Bundesliga","Moritz Jenz","GER","DF",40,46,84,78,40,15,42,46,13,18,65,22,74,43,43,51,29,13,28,35,22,41,9
"2302","Schalke 04","Bundesliga","Marcin Kamiński","POL","DF",29,32,68,62,31,15,19,32,8,18,100,10,10,27,21,27,15,13,28,20,16,27,16
"2303","Schalke 04","Bundesliga","Kenan Karaman","TUR","FW",41,29,34,28,28,54,76,29,77,63,14,73,37,31,37,39,63,52,75,74,76,33,64
"2305","Schalke 04","Bundesliga","Soichiro Kozuki","JPN","FW,MF",20,17,21,21,16,35,46,17,51,46,29,60,82,18,20,21,49,33,65,35,50,18,55
"2306","Schalke 04","Bundesliga","Alex Král","CZE","MF",82,69,78,69,77,66,79,69,84,84,48,84,53,62,63,61,80,67,65,75,80,63,71
"2307","Schalke 04","Bundesliga","Tom Krauß","GER","MF",87,71,72,72,77,66,46,71,72,80,80,68,38,55,58,58,75,73,52,70,90,49,55
"2308","Schalke 04","Bundesliga","Jordan Larsson","SWE","FW,MF",23,18,13,15,21,33,38,18,45,37,16,53,79,17,18,15,26,23,42,20,47,18,49
"2309","Schalke 04","Bundesliga","Danny Latza","GER","MF",37,40,43,53,44,44,44,40,45,37,16,57,88,35,31,35,42,23,42,30,50,36,36
"2310","Schalke 04","Bundesliga","Henning Matriciani","GER","DF",69,69,85,84,66,49,24,69,49,46,36,60,88,56,52,53,60,60,42,54,57,53,30
"2311","Schalke 04","Bundesliga","Keke Maximilian Topp","GER","FW",2,1,6,1,1,7,10,1,13,7,7,29,100,1,3,5,11,13,28,4,8,1,9
"2312","Schalke 04","Bundesliga","Tobias Mohr","GER","DF,MF",36,45,57,61,40,57,40,45,32,37,75,29,25,37,40,44,58,36,42,32,50,37,56
"2313","Schalke 04","Bundesliga","Florent Mollet","FRA","MF",21,20,13,17,25,35,32,20,26,26,36,36,88,19,21,23,29,39,28,40,50,20,46
"2314","Schalke 04","Bundesliga","Thomas Ouwejan","NED","DF",38,45,59,57,43,59,32,45,26,18,10,42,95,35,36,33,48,52,42,35,33,33,43
"2315","Schalke 04","Bundesliga","Sebastian Polter","GER","FW",29,22,29,16,24,43,76,22,22,26,65,29,74,19,14,12,23,26,52,70,59,24,51
"2316","Schalke 04","Bundesliga","Sidi Sané","GER","FW",3,1,10,2,2,5,6,1,8,7,7,10,10,1,1,2,6,7,28,9,8,1,5
"2318","Schalke 04","Bundesliga","Tim Skarke","GER","FW,MF",22,21,19,18,20,43,34,21,41,26,9,60,95,18,18,16,23,45,42,52,38,18,47
"2319","Schalke 04","Bundesliga","Simon Terodde","GER","FW",68,40,33,26,43,63,92,40,45,26,8,57,88,32,22,16,26,18,59,86,72,43,70
"2320","Schalke 04","Bundesliga","Malick Thiaw","GER","DF",16,18,61,45,18,4,17,18,13,18,65,22,74,15,10,11,11,7,28,4,8,16,5
"2321","Schalke 04","Bundesliga","Jere Uronen","FIN","DF",30,36,51,47,41,43,10,36,39,18,7,57,95,28,25,26,37,30,28,43,27,28,38
"2322","Schalke 04","Bundesliga","Maya Yoshida","JPN","DF",88,89,96,96,82,29,56,89,34,46,91,29,21,81,72,69,31,39,42,43,22,81,19
"2323","Schalke 04","Bundesliga","Rodrigo Zalazar","URU","MF,FW",52,49,30,43,51,74,75,49,94,93,40,94,54,45,52,43,66,65,65,91,90,43,60
"2324","Sevilla","La Liga","Marcos Acuña","ARG","DF",70,84,77,79,81,89,61,84,85,87,54,85,51,80,77,80,85,89,69,74,79,81,80
"2326","Sevilla","La Liga","Loïc Bade","FRA","DF",53,63,86,86,61,18,30,63,32,42,88,22,12,65,57,57,31,30,28,26,16,64,13
"2327","Sevilla","La Liga","Yassine Bounou","MAR","GK",77,65,99,96,8,2,6,65,8,18,100,10,10,66,58,61,6,7,28,20,8,60,5
"2328","Sevilla","La Liga","Bryan","ESP","FW,DF",39,40,33,40,36,69,60,40,81,79,40,78,40,45,45,42,68,67,65,76,76,41,73
"2329","Sevilla","La Liga","Carmona","ESP","DF",26,33,60,54,38,30,24,33,29,26,22,36,74,34,28,33,37,47,52,40,22,33,27
"2330","Sevilla","La Liga","Jesús Corona","MEX","FW",8,6,10,7,7,14,27,6,22,26,65,29,74,8,7,9,20,23,42,20,16,8,27
