"","Squad","Comp","Player","Nation","Pos","Mins_Per_90","SCA_SCA","SCA90_SCA","PassLive_SCA","PassDead_SCA","TO_SCA","Sh_SCA","Fld_SCA","Def_SCA","GCA_GCA","GCA90_GCA","PassLive_GCA","PassDead_GCA","TO_GCA","Sh_GCA","Fld_GCA","Def_GCA"
"211","Atlético Madrid","La Liga","Antoine Griezmann","FRA","FW,MF",92,100,96,100,97,98,96,98,99,100,97,100,100,96,99,85,96
"212","Atlético Madrid","La Liga","Mario Hermoso","ESP","DF",75,68,41,72,59,55,88,70,90,71,53,59,89,87,99,85,96
"213","Atlético Madrid","La Liga","Koke","ESP","MF",86,90,67,95,59,55,75,70,69,85,67,92,89,87,81,85,96
"214","Atlético Madrid","La Liga","Geoffrey Kondogbia","CTA","MF",47,43,32,45,59,55,64,70,69,63,62,72,89,87,81,85,96
"215","Atlético Madrid","La Liga","Thomas Lemar","FRA","MF",54,78,81,78,88,85,64,70,97,89,91,85,89,96,95,85,100
"216","Atlético Madrid","La Liga","Marcos Llorente","ESP","MF,DF",67,87,80,92,73,55,75,70,97,71,59,80,89,87,81,85,96
"217","Atlético Madrid","La Liga","Reinildo Mandava","MOZ","DF",71,59,33,64,59,55,44,70,90,51,40,59,89,87,81,85,96
"218","Atlético Madrid","La Liga","José María Giménez","URU","DF",85,57,27,60,59,55,75,70,90,71,50,80,89,87,81,85,96
"219","Atlético Madrid","La Liga","Carlos Martín","ESP","FW,MF",8,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"220","Atlético Madrid","La Liga","Memphis","NED","FW",23,45,93,41,59,79,64,81,69,63,96,59,89,96,81,85,96
"221","Atlético Madrid","La Liga","Nahuel Molina","ARG","DF",93,95,74,98,88,79,44,51,90,81,59,89,89,87,81,85,96
"222","Atlético Madrid","La Liga","Álvaro Morata","ESP","FW",72,80,62,76,59,94,92,97,69,93,86,85,89,99,95,97,96
"223","Atlético Madrid","La Liga","Saúl Ñíguez","ESP","MF,DF",47,55,48,58,59,55,83,51,69,71,73,80,89,87,81,85,96
"224","Atlético Madrid","La Liga","Jan Oblak","SVN","GK",87,20,11,23,59,55,44,51,69,36,36,41,89,87,81,85,96
"225","Atlético Madrid","La Liga","Sergio Reguilón","ESP","DF",21,45,96,47,73,71,44,51,69,36,36,41,89,87,81,85,96
"226","Atlético Madrid","La Liga","Stefan Savić","MNE","DF",71,42,20,47,59,55,44,51,69,51,40,59,89,87,81,85,96
"227","Atlético Madrid","La Liga","Axel Witsel","BEL","DF,MF",79,57,29,64,59,55,64,51,69,77,59,85,89,87,81,85,96
"228","Augsburg","Bundesliga","Maximilian Bauer","GER","DF",71,48,25,34,80,55,88,88,90,51,40,41,96,87,81,85,96
"229","Augsburg","Bundesliga","Julian Baumgartlinger","AUT","MF",33,36,37,39,59,55,64,51,69,36,36,41,89,87,81,85,96
"230","Augsburg","Bundesliga","Noah Joel Sarenren Bazee","NGA","MF,FW",6,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"231","Augsburg","Bundesliga","Mergim Berisha","GER","FW",67,69,50,51,95,85,83,70,90,89,82,72,99,99,81,85,96
"232","Augsburg","Bundesliga","Daniel Caligiuri","ITA","DF,MF",24,40,78,27,86,55,44,88,69,51,77,41,89,87,81,97,96
"233","Augsburg","Bundesliga","Irvin Cardona","FRA","MF,FW",25,29,40,30,59,55,44,70,69,51,74,41,89,87,81,97,96
"234","Augsburg","Bundesliga","David Čolina","CRO","DF,FW",18,29,71,27,73,71,44,51,69,36,36,41,89,87,81,85,96
"235","Augsburg","Bundesliga","Ermedin Demirović","BIH","FW,MF",83,86,59,87,59,89,92,88,97,91,75,85,89,87,99,97,100
"236","Augsburg","Bundesliga","Niklas Dorsch","GER","MF",30,36,41,37,59,55,44,81,69,36,36,41,89,87,81,85,96
"237","Augsburg","Bundesliga","Dion Drena Beljo","CRO","FW",51,61,55,63,59,55,83,70,90,81,84,80,89,87,99,85,96
"238","Augsburg","Bundesliga","Arne Engels","BEL","MF",60,80,76,66,96,71,75,92,90,91,91,89,96,96,81,85,100
"239","Augsburg","Bundesliga","Ohis Felix Uduokhai","GER","DF",60,45,27,50,59,55,64,51,69,51,42,59,89,87,81,85,96
"240","Augsburg","Bundesliga","Raphael Framberger","GER","DF,FW",19,16,20,18,59,55,44,51,69,36,36,41,89,87,81,85,96
"241","Augsburg","Bundesliga","Rafał Gikiewicz","POL","GK",77,34,15,27,86,55,44,51,69,51,38,41,96,87,81,85,96
"242","Augsburg","Bundesliga","Jeffrey Gouweleeuw","NED","DF",93,70,33,69,84,85,88,51,90,71,48,59,89,87,99,85,96
"243","Augsburg","Bundesliga","Carlos Gruezo","ECU","MF",46,43,33,50,59,55,44,51,69,77,82,85,89,87,81,85,96
"244","Augsburg","Bundesliga","Robert Gumny","POL","DF",75,67,39,61,84,55,83,88,99,71,53,72,89,87,81,85,100
"245","Augsburg","Bundesliga","André Hahn","GER","FW,MF",27,23,24,27,59,55,44,51,69,51,68,59,89,87,81,85,96
"246","Augsburg","Bundesliga","Iago","BRA","DF,MF",64,74,61,72,92,89,44,70,69,85,79,92,89,87,81,85,96
"247","Augsburg","Bundesliga","Fredrik Jensen","FIN","FW,MF",45,55,54,58,84,55,44,51,69,51,48,59,89,87,81,85,96
"248","Augsburg","Bundesliga","Tomáš Koubek","CZE","GK",46,26,16,27,73,55,44,51,69,51,47,59,89,87,81,85,96
"249","Augsburg","Bundesliga","Arne Maier","GER","MF",74,76,53,70,92,55,83,88,99,81,68,72,89,87,99,85,100
"250","Augsburg","Bundesliga","Nathanael Mbuku","FRA","MF,FW",9,16,70,18,59,55,44,51,69,36,36,41,89,87,81,85,96
"251","Augsburg","Bundesliga","Florian Niederlechner","GER","FW,MF",44,48,41,47,59,71,83,51,69,63,65,72,89,87,81,85,96
"252","Augsburg","Bundesliga","Reece Oxford","ENG","DF",14,16,30,18,59,55,44,51,69,36,36,41,89,87,81,85,96
"253","Augsburg","Bundesliga","Mads Pedersen","DEN","DF,MF",70,77,58,72,91,85,83,88,69,77,65,72,89,87,95,97,96
"254","Augsburg","Bundesliga","Ricardo Pepi","USA","FW",15,20,51,23,59,55,44,51,69,36,36,41,89,87,81,85,96
"255","Augsburg","Bundesliga","Lukas Petkov","GER","MF,FW",17,23,51,27,59,55,44,51,69,36,36,41,89,87,81,85,96
"256","Augsburg","Bundesliga","Elvis Rexhbeçaj","GER","MF",87,73,39,77,73,55,75,94,69,36,36,41,89,87,81,85,96
"257","Augsburg","Bundesliga","Ruben Vargas","SUI","MF,FW",51,67,67,66,73,92,64,81,69,77,77,80,89,87,81,97,96
"258","Augsburg","Bundesliga","Renato Veiga","POR","DF",36,32,28,34,59,55,64,51,69,36,36,41,89,87,81,85,96
"259","Augsburg","Bundesliga","Frederik Winther","DEN","DF",14,16,31,18,59,55,44,51,69,51,98,59,89,87,81,85,96
"260","Augsburg","Bundesliga","Kelvin Yeboah","ITA","FW,MF",26,46,86,39,59,71,83,81,90,63,91,59,89,87,95,85,96
"261","Augsburg","Bundesliga","Aaron Zehnter","GER","DF",2,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"262","Auxerre","Ligue 1","Matthis Abline","FRA","FW",40,46,44,41,59,89,44,81,69,71,79,59,89,96,81,97,96
"263","Auxerre","Ligue 1","Mathias Autret","FRA","MF,FW",55,84,88,81,94,85,83,51,90,89,90,80,98,87,99,85,96
"264","Auxerre","Ligue 1","Dénys Bain","FRA","DF",16,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"265","Auxerre","Ligue 1","Quentin Bernard","FRA","DF",35,42,43,45,73,55,44,51,69,51,55,59,89,87,81,85,96
"266","Auxerre","Ligue 1","Kenji-Van Boto","MAD","DF",19,20,31,12,73,55,64,51,69,51,91,41,89,87,95,85,96
"267","Auxerre","Ligue 1","Ousmane Camara","GUI","FW,MF",8,20,98,18,59,55,64,51,69,36,36,41,89,87,81,85,96
"268","Auxerre","Ligue 1","Gaëtan Charbonnier","FRA","FW,MF",22,38,80,41,59,55,44,70,69,36,36,41,89,87,81,85,96
"269","Auxerre","Ligue 1","Alexandre Coeff","FRA","DF",34,23,18,23,59,55,64,51,69,51,56,41,89,87,95,85,96
"270","Auxerre","Ligue 1","Nuno da Costa","CPV","FW,MF",74,82,63,78,59,96,88,94,90,81,68,85,89,96,81,85,96
"271","Auxerre","Ligue 1","Benoît Costil","FRA","GK",68,26,14,23,80,55,44,51,69,36,36,41,89,87,81,85,96
"272","Auxerre","Ligue 1","Kévin Danois","FRA","MF",2,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"273","Auxerre","Ligue 1","Siriki Dembélé","CIV","MF",25,49,93,45,59,94,44,51,69,36,36,41,89,87,81,85,96
"274","Auxerre","Ligue 1","Rémy Dugimont","FRA","FW,MF",15,29,90,30,59,55,44,70,69,51,97,59,89,87,81,85,96
"275","Auxerre","Ligue 1","Gauthier Hein","FRA","MF,FW",70,88,79,87,95,89,64,70,90,51,40,59,89,87,81,85,96
"276","Auxerre","Ligue 1","Julian Jeanvier","GUI","DF",69,38,18,37,73,71,44,70,69,36,36,41,89,87,81,85,96
"277","Auxerre","Ligue 1","Paul Joly","FRA","DF",43,52,51,53,59,79,64,70,69,71,77,59,89,96,81,97,96
"278","Auxerre","Ligue 1","Jubal","BRA","DF",97,50,19,47,84,55,75,70,69,63,42,59,89,87,81,97,96
"279","Auxerre","Ligue 1","Donovan Léon","GUF","GK",19,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"280","Auxerre","Ligue 1","Youssouf M'Changama","COM","MF",49,65,66,61,88,55,44,94,69,63,60,59,89,87,81,97,96
"281","Auxerre","Ligue 1","Han-Noah Massengo","FRA","MF",48,64,66,64,59,71,64,81,99,51,47,41,89,87,81,97,96
"282","Auxerre","Ligue 1","Gideon Mensah","GHA","DF",79,79,52,84,84,55,64,70,97,36,36,41,89,87,81,85,96
"283","Auxerre","Ligue 1","M'Baye Niang","SEN","FW",60,55,36,51,59,55,88,88,69,71,63,59,89,87,95,97,96
"284","Auxerre","Ligue 1","Théo Pellenard","FRA","DF",15,16,29,12,59,55,64,51,69,36,36,41,89,87,81,85,96
"285","Auxerre","Ligue 1","Brayann Pereira","FRA","DF",19,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"286","Auxerre","Ligue 1","Gaëtan Perrin","FRA","MF,FW",56,86,89,78,91,99,75,81,90,71,65,72,96,87,81,85,96
"287","Auxerre","Ligue 1","Ionuț Radu","ROU","GK",60,23,13,27,59,55,44,51,69,51,42,59,89,87,81,85,96
"288","Auxerre","Ligue 1","Rayan Raveloson","MAD","DF,MF",82,73,41,78,59,71,83,70,90,63,45,72,89,87,81,85,96
"289","Auxerre","Ligue 1","Kays Ruiz","MAR","MF",11,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"290","Auxerre","Ligue 1","Hamza Sakhi","MAR","MF",65,90,88,91,92,71,83,81,69,71,60,80,89,87,81,85,96
"291","Auxerre","Ligue 1","Lassine Sinayoko","MLI","MF,FW",63,86,83,84,59,89,97,94,90,89,85,80,89,87,99,99,96
"292","Auxerre","Ligue 1","Birama Touré","MLI","MF",99,68,29,71,73,55,44,70,100,51,37,59,89,87,81,85,96
"293","Auxerre","Ligue 1","Souleymane Touré","FRA","DF",62,50,31,55,59,71,64,51,69,36,36,41,89,87,81,85,96
"294","Auxerre","Ligue 1","Akim Zedadka","ALG","DF",63,65,46,67,84,79,44,51,90,63,51,59,96,87,81,85,96
"295","Barcelona","La Liga","Ángel Alarcón","ESP","MF,FW",8,16,86,12,59,55,44,70,69,36,36,41,89,87,81,85,96
"296","Barcelona","La Liga","Jordi Alba","ESP","DF",60,87,88,91,88,71,64,51,69,85,83,89,96,87,81,85,96
"297","Barcelona","La Liga","Marcos Alonso","ESP","DF",49,45,33,50,59,55,64,51,69,51,45,59,89,87,81,85,96
"298","Barcelona","La Liga","Ronald Araújo","URU","DF",70,52,29,55,59,55,83,51,69,85,75,89,89,87,95,85,96
"299","Barcelona","La Liga","Pierre-Emerick Aubameyang","GAB","FW",4,16,99,12,59,55,64,51,69,36,36,41,89,87,81,85,96
"300","Barcelona","La Liga","Alejandro Balde","ESP","DF",86,90,65,90,59,97,75,94,90,91,74,96,89,87,81,85,96
"301","Barcelona","La Liga","Héctor Bellerín","ESP","DF",17,29,79,34,59,55,44,51,69,36,36,41,89,87,81,85,96
"302","Barcelona","La Liga","Sergio Busquets","ESP","MF",82,92,75,96,59,55,64,92,90,85,68,92,89,87,81,85,96
"303","Barcelona","La Liga","Andreas Christensen","DEN","DF",68,48,26,55,59,55,44,51,69,63,48,72,89,87,81,85,96
"304","Barcelona","La Liga","Ousmane Dembélé","FRA","FW",58,94,97,91,95,99,83,88,69,96,96,96,89,99,95,85,96
"305","Barcelona","La Liga","Ansu Fati","ESP","FW",58,82,82,81,73,97,92,51,90,89,89,85,89,96,99,85,96
"306","Barcelona","La Liga","Eric García","ESP","DF,MF",57,38,22,43,59,55,44,51,69,36,36,41,89,87,81,85,96
"307","Barcelona","La Liga","Aleix Garrido","ESP","FW",4,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"308","Barcelona","La Liga","Gavi","ESP","MF,FW",86,91,69,93,59,85,88,88,99,89,70,92,89,96,81,85,96
"309","Barcelona","La Liga","Frenkie de Jong","NED","MF",86,97,90,99,88,94,75,70,97,96,85,98,96,87,81,85,96
"310","Barcelona","La Liga","Franck Kessié","CIV","MF",44,55,55,55,59,71,88,51,69,63,65,59,89,87,95,85,96
"311","Barcelona","La Liga","Jules Koundé","FRA","DF",82,76,43,84,73,55,64,51,69,89,73,94,89,87,81,85,96
"312","Barcelona","La Liga","Robert Lewandowski","POL","FW",92,95,75,95,73,94,100,92,69,99,92,98,89,96,100,85,96
"313","Barcelona","La Liga","Memphis","NED","FW",15,36,98,34,80,71,44,51,69,36,36,41,89,87,81,85,96
"314","Barcelona","La Liga","Pedri","ESP","MF",74,94,90,97,90,71,75,88,90,96,91,98,89,87,81,85,96
"315","Barcelona","La Liga","Iñaki Peña","ESP","GK",9,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"316","Barcelona","La Liga","Gerard Piqué","ESP","DF",27,29,34,34,59,55,44,51,69,36,36,41,89,87,81,85,96
"317","Barcelona","La Liga","Raphinha","BRA","FW",75,98,96,97,97,89,98,92,90,99,96,99,89,96,95,85,96
"318","Barcelona","La Liga","Chadi Riad","MAR","MF",2,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"319","Barcelona","La Liga","Sergi Roberto","ESP","DF,MF",53,62,53,64,59,55,88,70,69,63,56,72,89,87,81,85,96
"320","Barcelona","La Liga","Marc-André ter Stegen","GER","GK",99,42,15,45,73,55,44,51,69,51,37,59,89,87,81,85,96
"321","Barcelona","La Liga","Pablo Torre","ESP","FW,MF",16,36,97,37,80,55,44,51,69,51,96,59,89,87,81,85,96
"322","Barcelona","La Liga","Ferrán Torres","ESP","FW,MF",56,81,83,77,90,96,83,70,90,71,65,80,89,87,81,85,96
"323","Barcelona","La Liga","Lamine Yamal","ESP","FW",4,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"324","Bayern Munich","Bundesliga","Daley Blind","NED","DF,MF",16,26,71,30,59,55,44,51,69,36,36,41,89,87,81,85,96
"325","Bayern Munich","Bundesliga","João Cancelo","POR","DF,FW",47,70,79,77,59,71,64,81,69,94,98,97,89,96,81,85,96
"326","Bayern Munich","Bundesliga","Kingsley Coman","FRA","FW,MF",59,94,96,96,73,97,88,92,69,96,96,94,89,96,95,99,96
"327","Bayern Munich","Bundesliga","Alphonso Davies","CAN","DF",76,95,89,98,59,97,64,70,90,91,80,94,89,96,81,85,96
"328","Bayern Munich","Bundesliga","Serge Gnabry","GER","FW,MF",73,95,91,93,84,98,99,88,99,98,95,97,89,99,81,99,96
"329","Bayern Munich","Bundesliga","Leon Goretzka","GER","MF",68,81,68,81,59,71,99,70,90,85,77,72,89,96,100,85,96
"330","Bayern Munich","Bundesliga","Ryan Gravenberch","NED","MF",33,61,89,66,59,55,83,51,69,51,59,59,89,87,81,85,96
"331","Bayern Munich","Bundesliga","Lucas Hernández","FRA","DF",30,26,25,30,59,55,44,51,69,36,36,41,89,87,81,85,96
"332","Bayern Munich","Bundesliga","Arijon Ibrahimović","GER","MF",6,16,98,18,59,55,44,51,69,36,36,41,89,87,81,85,96
"333","Bayern Munich","Bundesliga","Joshua Kimmich","GER","MF",93,99,94,99,100,71,75,70,90,99,90,99,98,87,95,85,96
"334","Bayern Munich","Bundesliga","Matthijs de Ligt","NED","DF",84,61,30,64,59,55,88,51,69,71,50,41,89,87,100,85,96
"335","Bayern Munich","Bundesliga","Sadio Mané","SEN","FW,MF",60,87,89,87,59,89,98,92,69,96,96,96,89,96,99,85,96
"336","Bayern Munich","Bundesliga","Eric Maxim Choupo-Moting","CMR","FW",51,76,84,78,59,89,88,51,90,81,84,89,89,87,81,85,96
"337","Bayern Munich","Bundesliga","Noussair Mazraoui","MAR","DF",49,68,73,75,59,55,75,70,90,81,86,85,89,87,81,85,100
"338","Bayern Munich","Bundesliga","Thomas Müller","GER","FW,MF",66,94,94,97,80,89,92,51,90,97,95,98,89,87,99,85,96
"339","Bayern Munich","Bundesliga","Jamal Musiala","GER","MF,FW",79,98,95,99,59,100,97,88,97,100,99,100,89,99,99,97,100
"340","Bayern Munich","Bundesliga","Manuel Neuer","GER","GK",49,20,13,18,73,55,44,51,69,36,36,41,89,87,81,85,96
"341","Bayern Munich","Bundesliga","Benjamin Pavard","FRA","DF",85,78,45,82,59,55,88,51,100,71,50,72,89,87,81,85,100
"342","Bayern Munich","Bundesliga","Marcel Sabitzer","AUT","MF",35,42,43,43,59,55,44,51,97,51,55,59,89,87,81,85,96
"343","Bayern Munich","Bundesliga","Leroy Sané","GER","MF,FW",75,95,92,97,73,96,96,92,97,99,96,99,89,87,99,85,96
"344","Bayern Munich","Bundesliga","Bouna Sarr","SEN","FW",2,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"345","Bayern Munich","Bundesliga","Yann Sommer","SUI","GK",68,16,11,18,59,55,44,51,69,36,36,41,89,87,81,85,96
"346","Bayern Munich","Bundesliga","Josip Stanišić","CRO","DF",33,43,51,47,59,55,44,51,90,51,59,59,89,87,81,85,96
"347","Bayern Munich","Bundesliga","Mathys Tel","FRA","FW",28,49,85,50,59,71,83,51,69,63,86,59,89,96,81,85,96
"348","Bayern Munich","Bundesliga","Sven Ulreich","GER","GK",23,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"349","Bayern Munich","Bundesliga","Dayot Upamecano","FRA","DF",83,59,28,66,59,55,64,51,69,71,50,80,89,87,81,85,96
"350","Bayern Munich","Bundesliga","Gabriel Vidovic","CRO","FW",6,20,99,23,59,55,44,51,69,51,100,59,89,87,81,85,96
"351","Bayern Munich","Bundesliga","Paul Wanner","GER","MF",8,16,86,18,59,55,44,51,69,36,36,41,89,87,81,85,96
"352","Betis","La Liga","Abner","BRA","DF",34,36,35,34,73,71,64,51,69,51,56,59,89,87,81,85,96
"353","Betis","La Liga","Paul Akouokou","CIV","MF,DF",29,20,17,12,59,55,75,51,69,36,36,41,89,87,81,85,96
"354","Betis","La Liga","Claudio Bravo","CHI","GK",46,23,15,18,80,55,44,51,69,36,36,41,89,87,81,85,96
"355","Betis","La Liga","Sergio Canales","ESP","FW,MF",82,97,92,98,96,85,83,88,90,91,77,89,98,87,95,85,96
"356","Betis","La Liga","William Carvalho","POR","MF",83,87,61,91,84,79,75,51,69,85,68,92,89,87,81,85,96
"357","Betis","La Liga","Juan Cruz","ESP","FW",18,23,43,27,59,55,44,51,69,36,36,41,89,87,81,85,96
"358","Betis","La Liga","Fran Delgado","ESP","DF",4,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"359","Betis","La Liga","Nabil Fekir","FRA","MF",46,85,96,77,93,89,75,99,69,81,89,72,89,96,81,99,96
"360","Betis","La Liga","Luiz Felipe","ITA","DF",69,34,16,37,59,55,64,51,69,51,40,59,89,87,81,85,96
"361","Betis","La Liga","Felix Garreta","ESP","DF",14,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"362","Betis","La Liga","Édgar González","ESP","DF",67,34,16,37,59,55,64,51,69,51,40,41,89,87,95,85,96
"363","Betis","La Liga","Roberto González","ESP","FW,MF",10,29,99,23,84,55,44,51,69,36,36,41,89,87,81,85,96
"364","Betis","La Liga","Andrés Guardado","MEX","MF",57,67,57,70,84,55,75,70,69,81,78,85,89,87,95,85,96
"365","Betis","La Liga","Luiz Henrique","BRA","FW",70,80,64,74,59,98,92,81,97,77,65,72,89,96,95,85,96
"366","Betis","La Liga","Borja Iglesias","ESP","FW",81,74,43,75,73,71,92,92,69,81,65,85,89,87,95,85,96
"367","Betis","La Liga","Joaquín","ESP","MF,FW",29,65,98,67,84,71,64,70,69,63,86,72,89,87,81,85,96
"368","Betis","La Liga","Willian José","BRA","FW",38,43,41,43,59,55,83,51,69,63,70,41,89,87,99,85,96
"369","Betis","La Liga","Juanmi","ESP","FW",44,55,54,51,59,85,64,88,69,63,65,59,89,96,81,85,96
"370","Betis","La Liga","Juan Miranda","ESP","DF",58,69,60,71,91,55,44,70,69,71,65,80,89,87,81,85,96
"371","Betis","La Liga","Martín Montoya","ESP","DF",29,34,39,39,59,55,44,51,69,36,36,41,89,87,81,85,96
"372","Betis","La Liga","Álex Moreno","ESP","DF",57,55,38,51,80,85,75,51,69,77,73,80,96,87,81,85,96
"373","Betis","La Liga","Loren Morón","ESP","FW",6,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"374","Betis","La Liga","Ayoze Pérez","ESP","FW,MF",56,81,83,78,59,97,83,88,90,77,73,59,89,96,81,99,96
"375","Betis","La Liga","Germán Pezzella","ARG","DF",85,45,19,47,59,71,44,51,90,51,38,59,89,87,81,85,96
"376","Betis","La Liga","Rodrigo","ESP","FW,MF",63,86,81,89,73,85,83,81,69,91,89,92,89,87,95,97,96
"377","Betis","La Liga","Guido Rodríguez","ARG","MF",93,71,34,77,73,55,75,81,69,63,42,72,89,87,81,85,96
"378","Betis","La Liga","Aitor Ruibal","ESP","DF,FW",59,72,64,71,59,92,88,70,90,51,42,59,89,87,81,85,96
"379","Betis","La Liga","Víctor Ruiz","ESP","DF",33,26,23,30,59,55,44,51,69,36,36,41,89,87,81,85,96
"380","Betis","La Liga","Youssouf Sabaly","SEN","DF",65,68,50,61,80,96,64,88,90,63,50,41,89,96,95,85,96
"381","Betis","La Liga","Rui Silva","POR","GK",82,16,11,18,59,55,44,51,69,36,36,41,89,87,81,85,96
"382","Bochum","Bundesliga","Christopher Antwi-Adjei","GHA","FW,MF",74,93,86,88,96,92,83,99,69,97,92,94,96,99,81,99,96
"383","Bochum","Bundesliga","Takuma Asano","JPN","FW,MF",68,85,76,84,73,79,96,96,90,91,86,92,89,96,95,85,96
"384","Bochum","Bundesliga","Moritz Broschinski","GER","FW,MF",21,34,76,39,59,55,44,51,69,51,86,59,89,87,81,85,96
"385","Bochum","Bundesliga","Philipp Förster","GER","MF",56,77,77,70,96,71,64,81,69,91,93,80,100,87,81,97,96
"386","Bochum","Bundesliga","Cristian Gamboa","CRC","DF",61,64,46,63,90,71,44,51,90,63,51,41,98,87,81,85,96
"387","Bochum","Bundesliga","Silvère Ganvoula M'Boussy","CGO","FW,MF",22,42,90,43,59,71,64,51,69,36,36,41,89,87,81,85,96
"388","Bochum","Bundesliga","Jacek Góralski","POL","MF",17,23,50,23,59,55,44,70,69,36,36,41,89,87,81,85,96
"389","Bochum","Bundesliga","Dominique Heintz","GER","DF",40,36,29,39,59,55,44,51,90,51,50,59,89,87,81,85,96
"390","Bochum","Bundesliga","Philipp Hofmann","GER","FW",89,87,56,88,59,79,83,97,90,89,69,92,89,96,81,85,96
"391","Bochum","Bundesliga","Gerrit Holtmann","PHI","FW,MF",45,57,57,57,59,79,83,70,69,51,48,59,89,87,81,85,96
"392","Bochum","Bundesliga","Jannes Horn","GER","DF,FW",11,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"393","Bochum","Bundesliga","Saidy Janko","GAM","DF",51,29,17,30,59,55,44,51,90,36,36,41,89,87,81,85,96
"394","Bochum","Bundesliga","Pierre Kunde","CMR","MF,FW",27,34,45,34,73,55,44,70,69,36,36,41,89,87,81,85,96
"395","Bochum","Bundesliga","Vassilis Lambropoulos","GRE","DF",35,29,25,30,59,55,64,51,69,36,36,41,89,87,81,85,96
"396","Bochum","Bundesliga","Anthony Losilla","FRA","MF",91,76,38,77,59,55,88,81,99,85,65,89,89,87,95,85,96
"397","Bochum","Bundesliga","Erhan Mašović","SRB","DF,MF",79,52,25,55,59,55,75,51,90,36,36,41,89,87,81,85,96
"398","Bochum","Bundesliga","Tim Oermann","GER","DF",20,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"399","Bochum","Bundesliga","Ivan Ordets","UKR","DF",86,57,27,55,59,71,88,81,69,63,43,41,89,87,95,97,96
"400","Bochum","Bundesliga","Jordi Osei-Tutu","ENG","DF,FW",39,49,52,39,80,79,75,88,69,51,51,41,89,87,95,85,96
"401","Bochum","Bundesliga","Patrick Osterhage","GER","MF",48,42,30,39,73,55,64,70,90,36,36,41,89,87,81,85,96
"402","Bochum","Bundesliga","Manuel Riemann","GER","GK",97,56,22,58,86,55,44,51,69,36,36,41,89,87,81,85,96
"403","Bochum","Bundesliga","Keven Schlotterbeck","GER","DF",39,29,22,30,59,55,64,51,69,36,36,41,89,87,81,85,96
"404","Bochum","Bundesliga","Danilo Soares","BRA","DF",69,69,47,76,73,55,44,81,90,63,48,72,89,87,81,85,96
"405","Bochum","Bundesliga","Kostas Stafylidis","GRE","DF,MF",48,52,43,45,86,71,75,70,69,71,71,72,96,87,81,85,96
"406","Bochum","Bundesliga","Kevin Stöger","AUT","MF",89,99,95,98,99,85,92,97,97,96,83,96,98,87,81,97,96
"407","Bochum","Bundesliga","Simon Zoller","GER","FW",61,55,36,57,73,71,64,70,69,63,51,72,89,87,81,85,96
"408","Bologna","Serie A","Michel Aebischer","SUI","FW,MF",60,68,56,67,84,79,75,81,90,63,51,41,89,87,95,97,96
"409","Bologna","Serie A","Marko Arnautović","AUT","FW",61,77,71,81,59,85,75,88,69,81,77,80,89,96,81,97,96
"410","Bologna","Serie A","Francesco Bardi","ITA","GK",14,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"411","Bologna","Serie A","Musa Barrow","GAM","FW,MF",72,90,79,84,95,89,92,88,69,93,86,92,98,87,95,85,96
"412","Bologna","Serie A","Kevin Bonifazi","ITA","DF",41,36,28,41,59,55,44,51,69,36,36,41,89,87,81,85,96
