"","Squad","Comp","Player","Nation","Pos","Mins_Per_90","SCA_SCA","SCA90_SCA","PassLive_SCA","PassDead_SCA","TO_SCA","Sh_SCA","Fld_SCA","Def_SCA","GCA_GCA","GCA90_GCA","PassLive_GCA","PassDead_GCA","TO_GCA","Sh_GCA","Fld_GCA","Def_GCA"
"1418","Lille","Ligue 1","Yusuf Yazıcı","TUR","MF",20,42,95,45,73,55,44,51,69,51,88,59,89,87,81,85,96
"1419","Lille","Ligue 1","Leny Yoro","FRA","DF",39,29,21,30,59,55,64,51,69,36,36,41,89,87,81,85,96
"1420","Lille","Ligue 1","Akim Zedadka","ALG","DF,MF",26,34,48,37,59,55,44,70,69,36,36,41,89,87,81,85,96
"1421","Lille","Ligue 1","Edon Zhegrova","KVX","FW,DF",48,91,98,85,94,96,94,92,97,96,98,92,98,87,99,97,96
"1422","Liverpool","Premier League","Thiago Alcántara","ESP","MF",54,76,76,78,59,85,64,70,99,63,55,72,89,87,81,85,96
"1423","Liverpool","Premier League","Trent Alexander-Arnold","ENG","DF",95,99,88,98,99,79,92,70,69,99,92,100,98,96,81,85,96
"1424","Liverpool","Premier League","Alisson","BRA","GK",100,23,11,27,59,55,44,51,69,63,40,72,89,87,81,85,96
"1425","Liverpool","Premier League","Stefan Bajcetic","ESP","MF",32,45,61,41,73,79,44,81,69,51,60,41,89,96,81,85,96
"1426","Liverpool","Premier League","Fabio Carvalho","POR","MF,FW",26,38,64,34,59,55,75,81,69,63,92,59,89,87,95,85,96
"1427","Liverpool","Premier League","Bobby Clark","ENG","MF",4,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"1428","Liverpool","Premier League","Luis Díaz","COL","FW",47,76,87,76,59,94,83,81,69,85,92,80,89,99,95,85,96
"1429","Liverpool","Premier League","Ben Doak","SCO","FW",8,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"1430","Liverpool","Premier League","Harvey Elliott","ENG","MF,FW",64,92,92,95,73,92,92,70,90,94,93,98,89,87,81,85,96
"1431","Liverpool","Premier League","Fabinho","BRA","MF",90,84,50,90,59,55,64,81,99,91,73,94,89,87,81,97,96
"1432","Liverpool","Premier League","Roberto Firmino","BRA","FW,MF",53,78,83,81,59,89,94,51,69,89,92,85,89,96,99,85,96
"1433","Liverpool","Premier League","Cody Gakpo","NED","FW,MF",61,81,77,82,59,85,88,88,97,85,82,89,89,87,81,97,96
"1434","Liverpool","Premier League","Joe Gomez","ENG","DF",61,52,33,55,73,55,64,51,90,51,42,59,89,87,81,85,96
"1435","Liverpool","Premier League","Jordan Henderson","ENG","MF",77,91,80,95,73,55,83,70,97,89,75,89,89,87,95,97,96
"1436","Liverpool","Premier League","Curtis Jones","ENG","MF",48,73,82,77,59,89,64,70,90,77,80,80,89,96,81,85,96
"1437","Liverpool","Premier League","Diogo Jota","POR","FW,MF",51,68,70,67,59,85,92,81,69,81,84,85,89,96,81,85,96
"1438","Liverpool","Premier League","Naby Keïta","GUI","MF",24,43,87,45,59,55,75,51,69,36,36,41,89,87,81,85,96
"1439","Liverpool","Premier League","Caoimhín Kelleher","IRL","GK",14,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"1440","Liverpool","Premier League","Ibrahima Konaté","FRA","DF",63,50,31,50,59,71,75,70,90,51,42,59,89,87,81,85,96
"1441","Liverpool","Premier League","Joël Matip","CMR","DF",49,49,37,53,59,55,75,51,69,36,36,41,89,87,81,85,96
"1442","Liverpool","Premier League","James Milner","ENG","MF,DF",44,71,86,72,86,85,75,51,69,71,75,72,96,87,81,85,96
"1443","Liverpool","Premier League","Darwin Núñez","URU","FW",67,84,74,81,73,89,96,97,69,71,59,72,89,87,81,97,96
"1444","Liverpool","Premier League","Alex Oxlade-Chamberlain","ENG","FW,MF",25,38,66,41,59,55,64,51,69,36,36,41,89,87,81,85,96
"1445","Liverpool","Premier League","Nathaniel Phillips","ENG","DF",11,16,38,18,59,55,44,51,69,36,36,41,89,87,81,85,96
"1446","Liverpool","Premier League","Andrew Robertson","SCO","DF",89,96,82,93,98,71,88,70,99,97,88,97,100,87,81,85,96
"1447","Liverpool","Premier League","Mohamed Salah","EGY","FW",99,99,89,100,80,99,100,96,97,100,95,100,96,87,99,100,100
"1448","Liverpool","Premier League","Kostas Tsimikas","GRE","DF",40,63,79,50,95,55,75,51,69,77,89,80,96,87,81,85,96
"1449","Liverpool","Premier League","Virgil van Dijk","NED","DF",93,57,24,58,59,55,88,51,90,71,48,72,89,87,95,85,96
"1450","Lorient","Ligue 1","Laurent Abergel","FRA","MF",80,68,37,72,80,79,64,51,90,51,38,59,89,87,81,85,96
"1451","Lorient","Ligue 1","Adil Aouchiche","FRA","MF",22,29,49,27,59,55,64,51,90,36,36,41,89,87,81,85,96
"1452","Lorient","Ligue 1","Quentin Boisgard","FRA","MF",19,38,93,43,59,55,44,51,69,51,90,59,89,87,81,85,96
"1453","Lorient","Ligue 1","Igor Carioca","BRA","DF",29,38,48,39,59,71,44,51,90,51,65,59,89,87,81,85,96
"1454","Lorient","Ligue 1","Yoann Cathline","FRA","FW,MF",49,63,61,51,80,94,83,81,90,77,78,59,96,96,95,85,96
"1455","Lorient","Ligue 1","Stéphane Diarra","FRA","FW,MF",49,70,76,63,80,92,75,94,90,81,86,59,89,99,81,97,100
"1456","Lorient","Ligue 1","Bamba Dieng","SEN","FW",39,43,41,41,59,55,83,51,90,63,69,41,89,87,99,85,96
"1457","Lorient","Ligue 1","Ckene Doucouré","COM","FW,MF",16,43,99,45,59,55,64,70,69,63,99,59,89,87,81,97,96
"1458","Lorient","Ligue 1","Romain Faivre","FRA","MF,FW",52,77,84,71,73,98,83,92,69,91,95,85,89,100,81,85,96
"1459","Lorient","Ligue 1","Adrian Grbić","AUT","MF,FW",8,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"1460","Lorient","Ligue 1","Bonke Innocent","NGA","MF",52,50,37,53,59,55,75,51,90,77,75,85,89,87,81,85,96
"1461","Lorient","Ligue 1","Gedeon Kalulu","COD","DF",84,74,42,80,73,85,64,70,69,77,56,85,89,87,81,85,96
"1462","Lorient","Ligue 1","Ayman Kari","FRA","MF,DF",14,34,98,34,59,71,44,70,69,51,98,59,89,87,81,85,96
"1463","Lorient","Ligue 1","Ibrahima Koné","MLI","FW",61,71,60,75,59,79,83,51,97,63,51,72,89,87,81,85,96
"1464","Lorient","Ligue 1","Julien Laporte","FRA","DF",65,38,19,41,73,55,44,51,69,36,36,41,89,87,81,85,96
"1465","Lorient","Ligue 1","Armand Lauriente","FRA","FW",23,53,98,51,59,79,75,81,69,63,96,59,89,87,81,97,96
"1466","Lorient","Ligue 1","Théo Le Bris","FRA","MF,DF",57,59,42,61,73,79,64,51,69,81,78,80,89,99,81,85,96
"1467","Lorient","Ligue 1","Enzo Le Fée","FRA","MF",95,98,87,98,98,92,88,92,90,96,79,89,100,87,95,85,96
"1468","Lorient","Ligue 1","Vincent Le Goff","FRA","DF",99,72,32,77,84,71,64,51,90,63,42,72,89,87,81,85,96
"1469","Lorient","Ligue 1","Jean-Victor Makengo","FRA","MF",46,59,58,57,59,85,64,81,90,51,47,59,89,87,81,85,96
"1470","Lorient","Ligue 1","Vito Mannone","ITA","GK",64,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"1471","Lorient","Ligue 1","Chrislain Matsima","FRA","DF,MF",21,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"1472","Lorient","Ligue 1","Bamo Meïté","CIV","DF",60,29,16,30,59,55,64,51,69,36,36,41,89,87,81,85,96
"1473","Lorient","Ligue 1","Terem Moffi","NGA","FW",58,61,44,60,59,94,44,70,69,77,71,72,89,99,81,85,96
"1474","Lorient","Ligue 1","Yvon Mvogo","SUI","GK",68,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"1475","Lorient","Ligue 1","Dango Ouattara","BFA","FW,MF",63,88,87,77,73,99,92,99,99,99,98,92,89,100,95,100,100
"1476","Lorient","Ligue 1","Julien Ponceau","FRA","MF",66,82,72,88,73,79,44,81,69,77,67,85,89,87,81,85,96
"1477","Lorient","Ligue 1","Montassar Talbi","TUN","DF",100,40,15,43,59,55,64,51,69,63,40,72,89,87,81,85,96
"1478","Lorient","Ligue 1","Darlin Yongwa","CMR","DF",40,62,77,61,59,85,75,81,69,51,51,59,89,87,81,85,96
"1479","Lyon","Ligue 1","Houssem Aouar","FRA","MF",32,48,69,43,59,85,83,51,69,63,79,72,89,87,81,85,96
"1480","Lyon","Ligue 1","Mohamed El Arouch","FRA","MF",2,16,100,18,59,55,44,51,69,36,36,41,89,87,81,85,96
"1481","Lyon","Ligue 1","Bradley Barcola","FRA","FW,MF",57,70,64,75,59,85,75,51,90,94,96,98,89,87,81,85,96
"1482","Lyon","Ligue 1","Jérôme Boateng","GER","DF",27,20,19,23,59,55,44,51,69,36,36,41,89,87,81,85,96
"1483","Lyon","Ligue 1","Maxence Caqueret","FRA","MF",90,98,88,98,97,96,83,94,97,99,91,98,96,96,95,85,100
"1484","Lyon","Ligue 1","Rayan Cherki","FRA","MF,FW",70,98,98,97,97,100,92,70,69,99,97,98,96,96,99,85,96
"1485","Lyon","Ligue 1","Damien Da Silva","FRA","DF",26,16,15,18,59,55,44,51,69,36,36,41,89,87,81,85,96
"1486","Lyon","Ligue 1","Moussa Dembélé","FRA","FW,MF",43,46,40,50,59,71,44,51,90,63,66,72,89,87,81,85,96
"1487","Lyon","Ligue 1","Sinaly Diomande","CIV","DF",73,45,22,43,73,71,64,51,90,51,40,41,96,87,81,85,96
"1488","Lyon","Ligue 1","Romain Faivre","FRA","MF",24,45,89,45,84,55,44,51,69,51,75,41,96,87,81,85,96
"1489","Lyon","Ligue 1","Malo Gusto","FRA","DF",64,82,74,86,80,89,44,81,69,63,50,72,89,87,81,85,96
"1490","Lyon","Ligue 1","Henrique","BRA","DF,FW",26,23,25,23,59,55,44,70,69,51,70,59,89,87,81,85,96
"1491","Lyon","Ligue 1","Jefferson","BRA","FW",26,48,88,43,59,85,44,88,69,63,91,59,89,87,81,97,96
"1492","Lyon","Ligue 1","Sael Kumbedi","FRA","DF",54,57,44,60,73,71,64,51,90,81,82,85,96,87,81,85,96
"1493","Lyon","Ligue 1","Alexandre Lacazette","FRA","FW",93,98,85,97,80,98,97,100,97,96,80,96,89,87,81,100,96
"1494","Lyon","Ligue 1","Johann Lepenant","FRA","MF",72,69,44,70,59,55,88,88,97,77,63,72,89,87,95,97,96
"1495","Lyon","Ligue 1","Anthony Lopes","POR","GK",91,16,11,18,59,55,44,51,69,51,37,59,89,87,81,85,96
"1496","Lyon","Ligue 1","Dejan Lovren","CRO","DF",61,40,22,37,59,55,88,51,69,36,36,41,89,87,81,85,96
"1497","Lyon","Ligue 1","Castello Lukeba","FRA","DF",95,50,20,58,59,55,44,51,69,71,47,80,89,87,81,85,96
"1498","Lyon","Ligue 1","Thiago Mendes","BRA","MF,DF",75,64,36,71,59,55,75,51,69,81,67,89,89,87,81,85,96
"1499","Lyon","Ligue 1","Lucas Paquetá","BRA","MF",18,38,96,34,59,71,64,51,97,51,93,41,89,87,95,85,96
"1500","Lyon","Ligue 1","Jeff Reine-Adélaïde","FRA","MF",25,55,96,57,73,71,64,51,90,63,92,72,89,87,81,85,96
"1501","Lyon","Ligue 1","Rémy Riou","FRA","GK",34,16,13,18,59,55,44,51,69,36,36,41,89,87,81,85,96
"1502","Lyon","Ligue 1","Amin Sarr","SWE","FW",32,38,43,39,59,55,44,81,69,63,79,72,89,87,81,85,96
"1503","Lyon","Ligue 1","Mamadou Sarr","FRA","MF",4,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"1504","Lyon","Ligue 1","Nicolás Tagliafico","ARG","DF",95,86,49,88,91,55,83,81,90,81,59,85,96,87,81,85,96
"1505","Lyon","Ligue 1","Tetê","BRA","FW,MF",50,66,66,63,86,79,83,70,69,89,93,85,89,96,95,97,96
"1506","Lyon","Ligue 1","Karl Toko Ekambi","CMR","FW,MF",57,80,79,84,59,89,83,70,69,63,53,72,89,87,81,85,96
"1507","Lyon","Ligue 1","Corentin Tolisso","FRA","MF",74,93,87,95,86,55,96,92,90,91,82,92,89,87,99,85,96
"1508","M'Gladbach","Bundesliga","Ramy Bensebaini","ALG","DF",86,72,38,70,84,85,92,70,69,81,62,80,89,87,95,97,96
"1509","M'Gladbach","Bundesliga","Yvandro Borges Sanches","LUX","FW,MF",8,20,98,12,59,71,44,51,90,36,36,41,89,87,81,85,96
"1510","M'Gladbach","Bundesliga","Nico Elvedi","SUI","DF",93,50,20,58,59,55,44,51,69,51,37,59,89,87,81,85,96
"1511","M'Gladbach","Bundesliga","Oscar Fraulo","DEN","FW,MF",4,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"1512","M'Gladbach","Bundesliga","Marvin Friedrich","GER","DF",54,40,25,43,73,55,44,51,69,36,36,41,89,87,81,85,96
"1513","M'Gladbach","Bundesliga","Patrick Herrmann","GER","FW,MF",18,32,82,30,73,55,64,51,69,36,36,41,89,87,81,85,96
"1514","M'Gladbach","Bundesliga","Jonas Hofmann","GER","FW,MF",90,100,97,99,100,79,96,96,90,99,92,97,100,96,95,97,96
"1515","M'Gladbach","Bundesliga","Ko Itakura","JPN","DF",74,52,27,51,59,71,83,70,69,77,62,80,89,87,95,85,96
"1516","M'Gladbach","Bundesliga","Jan Jakob Olschowsky","GER","GK",26,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"1517","M'Gladbach","Bundesliga","Tony Jantschke","GER","DF,MF",15,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"1518","M'Gladbach","Bundesliga","Kouadio Koné","FRA","MF",89,87,57,87,59,92,83,96,99,81,60,89,89,87,81,85,96
"1519","M'Gladbach","Bundesliga","Christoph Kramer","GER","MF",80,73,43,80,59,79,64,81,69,63,45,72,89,87,81,85,96
"1520","M'Gladbach","Bundesliga","Stefan Lainer","AUT","DF",41,45,40,47,73,55,44,70,69,36,36,41,89,87,81,85,96
"1521","M'Gladbach","Bundesliga","Nathan N'Goumou","FRA","FW",37,38,34,41,73,55,44,51,69,51,53,59,89,87,81,85,96
"1522","M'Gladbach","Bundesliga","Luca Netz","GER","DF",38,48,52,50,80,55,44,70,69,71,83,72,96,87,81,85,96
"1523","M'Gladbach","Bundesliga","Florian Neuhaus","GER","MF",59,79,76,84,59,71,75,81,90,77,71,85,89,87,81,85,96
"1524","M'Gladbach","Bundesliga","Jonas Omlin","SUI","GK",55,23,14,23,73,55,44,51,69,36,36,41,89,87,81,85,96
"1525","M'Gladbach","Bundesliga","Alassane Pléa","FRA","FW",69,90,84,92,80,79,83,88,90,97,94,98,89,96,81,85,96
"1526","M'Gladbach","Bundesliga","Rocco Reitz","GER","MF",2,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"1527","M'Gladbach","Bundesliga","Joe Scally","USA","DF",79,70,40,71,86,71,64,88,69,71,51,72,96,87,81,85,96
"1528","M'Gladbach","Bundesliga","Tobias Sippel","GER","GK",31,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"1529","M'Gladbach","Bundesliga","Yann Sommer","SUI","GK",44,20,14,23,59,55,44,51,69,36,36,41,89,87,81,85,96
"1530","M'Gladbach","Bundesliga","Lars Stindl","GER","FW,MF",68,93,92,91,93,79,98,96,97,94,92,94,96,87,99,85,96
"1531","M'Gladbach","Bundesliga","Semir Telalovic","GER","MF,FW",4,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"1532","M'Gladbach","Bundesliga","Marcus Thuram","FRA","FW",87,90,64,84,59,98,96,96,99,97,86,94,89,99,99,97,96
"1533","M'Gladbach","Bundesliga","Julian Weigl","GER","MF",72,57,32,64,59,55,44,70,69,63,47,72,89,87,81,85,96
"1534","M'Gladbach","Bundesliga","Hannes Wolf","AUT","FW",29,45,69,45,59,71,64,70,69,51,65,59,89,87,81,85,96
"1535","Mainz 05","Bundesliga","Ludovic Ajorque","FRA","FW,MF",53,69,68,71,59,55,92,88,69,71,67,72,89,87,95,85,96
"1536","Mainz 05","Bundesliga","Aymen Barkok","MAR","MF",34,52,73,51,73,71,75,70,69,51,56,59,89,87,81,85,96
"1537","Mainz 05","Bundesliga","Leandro Barreiro Martins","LUX","MF",78,80,54,77,59,85,88,92,100,93,83,92,89,96,95,97,96
"1538","Mainz 05","Bundesliga","Stefan Bell","GER","DF",84,50,23,57,59,55,64,51,69,71,50,72,89,87,95,85,96
"1539","Mainz 05","Bundesliga","Delano Burgzorg","NED","FW,MF",22,29,50,23,73,55,64,70,69,63,97,59,96,87,81,85,96
"1540","Mainz 05","Bundesliga","Jonathan Burkardt","GER","MF,FW",32,55,83,45,59,79,92,81,90,71,91,72,89,87,95,85,96
"1541","Mainz 05","Bundesliga","Anthony Caci","FRA","DF",76,82,60,80,94,71,75,81,69,81,67,85,89,87,95,85,96
"1542","Mainz 05","Bundesliga","Danny da Costa","GER","DF",54,67,64,67,88,71,75,51,90,77,74,72,96,87,81,85,100
"1543","Mainz 05","Bundesliga","Finn Dahmen","GER","GK",38,23,16,27,59,55,44,51,69,36,36,41,89,87,81,85,96
"1544","Mainz 05","Bundesliga","Edimilson Fernandes","SUI","DF",85,71,38,60,95,79,75,70,69,81,62,59,99,87,95,85,96
"1545","Mainz 05","Bundesliga","Angelo Fulgini","FRA","MF",32,52,78,58,59,55,44,70,69,51,60,59,89,87,81,85,96
"1546","Mainz 05","Bundesliga","Brajan Gruda","GER","MF",2,16,100,18,59,55,44,51,69,36,36,41,89,87,81,85,96
"1547","Mainz 05","Bundesliga","Alexander Hack","GER","DF",51,42,28,47,59,55,44,51,69,36,36,41,89,87,81,85,96
"1548","Mainz 05","Bundesliga","Andreas Hanche-Olsen","NOR","DF",62,36,19,37,59,55,64,51,90,63,51,59,89,87,95,85,96
"1549","Mainz 05","Bundesliga","Marcus Ingvartsen","DEN","FW,MF",56,56,40,53,59,85,75,81,69,71,66,80,89,87,81,85,96
"1550","Mainz 05","Bundesliga","Lee Jae-sung","KOR","MF",72,86,73,89,59,79,94,81,90,96,92,96,89,87,99,85,100
"1551","Mainz 05","Bundesliga","Dominik Kohr","GER","MF",81,84,58,86,59,79,94,92,69,77,59,72,89,87,95,97,96
"1552","Mainz 05","Bundesliga","Maxim Leitsch","GER","DF",36,29,24,34,59,55,44,51,69,51,55,59,89,87,81,85,96
"1553","Mainz 05","Bundesliga","Aarón Martín","ESP","DF",71,87,74,84,97,71,64,51,69,81,69,85,96,87,81,85,96
"1554","Mainz 05","Bundesliga","Suliman Mustapha","AUT","FW,MF",12,23,89,23,59,71,44,51,69,36,36,41,89,87,81,85,96
"1555","Mainz 05","Bundesliga","Karim Onisiwo","AUT","FW,MF",88,94,77,93,59,97,98,98,90,96,84,85,89,96,100,100,96
"1556","Mainz 05","Bundesliga","Eniss Shabani","GER","MF",4,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"1557","Mainz 05","Bundesliga","Anton Stach","GER","MF",77,87,68,81,93,89,64,94,99,85,71,85,96,96,81,85,96
"1558","Mainz 05","Bundesliga","Niklas Tauer","GER","DF,MF",14,16,30,18,59,55,44,51,69,36,36,41,89,87,81,85,96
"1559","Mainz 05","Bundesliga","Nelson Weiper","GER","FW,DF",15,16,29,18,59,55,44,51,69,36,36,41,89,87,81,85,96
"1560","Mainz 05","Bundesliga","Silvan Widmer","SUI","DF",67,76,60,67,94,55,88,81,69,71,59,59,96,87,81,97,96
"1561","Mainz 05","Bundesliga","Robin Zentner","GER","GK",82,38,16,27,90,55,44,51,69,63,45,59,96,87,81,85,96
"1562","Mallorca","La Liga","Amath","SEN","MF,FW",53,60,48,47,59,92,88,88,90,71,67,59,89,96,81,97,96
"1563","Mallorca","La Liga","Josep Antoni Gayá","ESP","DF,MF",15,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"1564","Mallorca","La Liga","Ludwig Augustinsson","SWE","DF",16,20,38,23,59,55,44,51,69,36,36,41,89,87,81,85,96
"1565","Mallorca","La Liga","Iddrisu Baba","GHA","MF,DF",67,45,23,45,59,55,64,70,90,51,40,41,89,87,95,85,96
"1566","Mallorca","La Liga","Rodrigo Battaglia","ARG","MF",37,26,20,27,59,55,44,70,69,36,36,41,89,87,81,85,96
"1567","Mallorca","La Liga","Copete","ESP","DF",78,48,23,53,59,55,44,70,69,36,36,41,89,87,81,85,96
"1568","Mallorca","La Liga","Jaume Costa","ESP","DF",87,86,56,87,88,71,64,94,97,77,55,80,96,87,81,85,96
"1569","Mallorca","La Liga","Braian Cufré","ARG","DF",21,23,35,23,59,55,44,70,69,36,36,41,89,87,81,85,96
"1570","Mallorca","La Liga","Iñigo Ruiz de Galarreta","ESP","MF",84,77,45,77,92,71,44,88,69,81,63,72,98,96,81,85,96
"1571","Mallorca","La Liga","Giovanni González","URU","DF",44,42,32,43,73,55,64,51,69,63,65,72,89,87,81,85,96
"1572","Mallorca","La Liga","Dominik Greif","SVK","GK",14,16,31,18,59,55,44,51,69,36,36,41,89,87,81,85,96
"1573","Mallorca","La Liga","Clément Grenier","FRA","MF",38,52,62,47,90,71,44,51,69,51,53,41,96,87,81,85,96
"1574","Mallorca","La Liga","Dennis Hadzikadunic","BIH","DF",34,23,18,27,59,55,44,51,69,36,36,41,89,87,81,85,96
"1575","Mallorca","La Liga","Lago Junior","CIV","FW,MF",10,16,47,18,59,55,44,51,69,36,36,41,89,87,81,85,96
"1576","Mallorca","La Liga","Tino Kadewere","ZIM","FW,MF",32,43,55,43,59,85,44,51,69,36,36,41,89,87,81,85,96
"1577","Mallorca","La Liga","Lee Kangin","KOR","MF,FW",92,98,87,89,99,99,94,96,97,97,84,89,100,99,95,85,96
"1578","Mallorca","La Liga","Javier Llabrés","ESP","FW",6,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"1579","Mallorca","La Liga","Pablo Maffeo","ESP","DF",94,88,51,87,93,85,64,94,69,85,62,85,89,87,95,97,96
"1580","Mallorca","La Liga","Manu Morlanes","ESP","MF",36,32,28,34,59,55,64,51,69,63,74,59,89,87,95,85,96
"1581","Mallorca","La Liga","Vedat Muriqi","KVX","FW",94,80,41,77,59,79,96,94,90,81,59,80,89,87,81,97,100
"1582","Mallorca","La Liga","Matija Nastasić","SRB","DF",44,32,22,30,59,55,64,51,90,36,36,41,89,87,81,85,96
"1583","Mallorca","La Liga","Abdón Prats","ESP","FW,MF",28,29,33,34,59,55,44,51,69,51,67,59,89,87,81,85,96
"1584","Mallorca","La Liga","Rubén Quintanilla","ESP","DF",2,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"1585","Mallorca","La Liga","Antonio Raillo","ESP","DF",90,46,19,47,59,55,64,81,69,81,60,85,89,87,81,97,96
"1586","Mallorca","La Liga","Predrag Rajković","SRB","GK",99,42,15,41,84,55,44,51,69,63,42,59,96,87,81,85,96
"1587","Mallorca","La Liga","Ángel Rodríguez","ESP","FW,MF",27,26,30,27,59,55,44,70,69,36,36,41,89,87,81,85,96
"1588","Mallorca","La Liga","Dani Rodríguez","ESP","MF",75,82,62,81,86,89,83,88,90,89,77,89,96,87,81,85,100
"1589","Mallorca","La Liga","Franco Russo","ARG","DF",17,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"1590","Mallorca","La Liga","Antonio Sánchez","ESP","MF,DF",49,52,42,50,59,71,83,81,69,36,36,41,89,87,81,85,96
"1591","Mallorca","La Liga","Martin Valjent","SVK","DF",88,29,13,30,59,55,44,70,69,51,38,41,89,87,81,97,96
"1592","Manchester City","Premier League","Manuel Akanji","SUI","DF",81,59,29,66,59,55,64,51,69,36,36,41,89,87,81,85,96
"1593","Manchester City","Premier League","Nathan Aké","NED","DF",71,60,34,63,73,55,75,51,90,63,48,72,89,87,81,85,96
"1594","Manchester City","Premier League","Julián Álvarez","ARG","FW,MF",61,83,81,84,59,94,92,81,69,81,77,72,89,96,95,97,96
"1595","Manchester City","Premier League","João Cancelo","POR","DF",55,73,73,76,59,79,92,70,90,85,86,89,89,96,81,85,96
"1596","Manchester City","Premier League","Shea Charles","NIR","DF",8,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"1597","Manchester City","Premier League","Kevin De Bruyne","BEL","MF",85,100,98,100,99,97,96,94,99,100,99,100,99,96,95,99,96
"1598","Manchester City","Premier League","Rúben Dias","POR","DF",75,48,24,47,73,55,83,51,69,51,40,59,89,87,81,85,96
"1599","Manchester City","Premier League","Ederson","BRA","GK",98,20,11,23,59,55,44,51,69,51,37,59,89,87,81,85,96
"1600","Manchester City","Premier League","Phil Foden","ENG","FW",71,96,95,97,93,94,92,88,69,98,96,98,89,99,81,97,96
"1601","Manchester City","Premier League","Sergio Gómez","ESP","DF,MF",26,34,49,37,73,55,44,51,69,51,71,59,89,87,81,85,96
"1602","Manchester City","Premier League","Jack Grealish","ENG","FW",76,97,94,97,91,94,94,100,90,100,98,100,96,87,95,100,100
"1603","Manchester City","Premier League","İlkay Gündoğan","GER","MF",83,95,84,97,91,79,88,92,97,99,95,99,96,87,95,99,96
"1604","Manchester City","Premier League","Erling Haaland","NOR","FW",92,91,64,89,59,92,99,98,90,99,93,100,89,87,95,99,96
"1605","Manchester City","Premier League","Aymeric Laporte","ESP","DF",46,50,42,57,59,55,64,51,69,36,36,41,89,87,81,85,96
"1606","Manchester City","Premier League","Rico Lewis","ENG","DF,MF",44,63,71,69,73,55,64,70,69,36,36,41,89,87,81,85,96
"1607","Manchester City","Premier League","Riyad Mahrez","ALG","FW,MF",73,98,97,97,96,96,99,96,97,100,98,99,98,99,100,85,100
"1608","Manchester City","Premier League","Stefan Ortega","GER","GK",23,10,10,12,59,55,44,51,69,36,36,41,89,87,81,85,96
"1609","Manchester City","Premier League","Cole Palmer","ENG","MF,FW",27,55,95,47,59,85,88,81,69,51,69,59,89,87,81,85,96
"1610","Manchester City","Premier League","Máximo Perrone","ARG","MF",6,16,95,18,59,55,44,51,69,36,36,41,89,87,81,85,96
"1611","Manchester City","Premier League","Kalvin Phillips","ENG","MF",24,34,57,34,59,55,75,51,69,51,75,59,89,87,81,85,96
"1612","Manchester City","Premier League","Rodri","ESP","MF",95,95,74,98,59,89,94,70,90,94,77,98,89,87,81,85,96
"1613","Manchester City","Premier League","Bernardo Silva","POR","MF,FW",79,92,78,95,73,89,64,88,90,97,90,98,89,87,81,97,96
"1614","Manchester City","Premier League","John Stones","ENG","DF,MF",71,49,26,50,73,55,83,51,69,81,69,85,89,87,95,85,96
"1615","Manchester City","Premier League","Kyle Walker","ENG","DF",74,61,34,66,80,55,44,51,90,71,55,80,89,87,81,85,96
"1616","Manchester Utd","Premier League","Antony","BRA","FW",70,92,87,94,59,92,83,92,90,89,80,92,89,96,81,85,96
"1617","Manchester Utd","Premier League","Donny van de Beek","NED","MF",18,32,81,37,59,55,44,51,69,36,36,41,89,87,81,85,96
"1618","Manchester Utd","Premier League","Casemiro","BRA","MF",78,90,75,94,59,55,92,81,69,91,79,96,89,87,81,85,96
"1619","Manchester Utd","Premier League","Diogo Dalot","POR","DF",78,83,59,89,59,71,75,51,90,63,45,72,89,87,81,85,96
"1620","Manchester Utd","Premier League","Anthony Elanga","SWE","FW",28,50,86,51,59,55,83,70,69,51,66,59,89,87,81,85,96
"1621","Manchester Utd","Premier League","Christian Eriksen","DEN","MF",76,91,79,90,96,71,83,51,69,93,84,92,99,87,81,85,96
"1622","Manchester Utd","Premier League","Bruno Fernandes","POR","MF,FW",99,100,97,100,98,97,100,99,69,99,90,100,89,87,95,97,96
"1623","Manchester Utd","Premier League","Fred","BRA","MF",54,87,92,90,59,71,88,88,97,77,74,80,89,87,95,85,96
